id,slug,title,issues
cmr97y4bw01gx68vcpsi151et,"serie-dexercices-math-equation-inequation-1ere-as-2015-2016-x9PBQ2","Série d'exercices - Math - Equation Inequation - 1ère AS (2015-2016)","cuid-suffix"
cmr8izlex017ru3qn9yooa6i3,"synth-se-1-jamel-finalpdf-JhaWb_","synth se 1 jamel final.pdf","pdf-in-slug"
cmqwpfa0000qo106jqtolpqh8,"devoir-de-contrle-n1-math-8me-2019-2020-mr-hafsi-salemt17378-bTXeiB","Devoir de Contrôle N°1 - Math - 8ème (2019-2020) Mr Hafsi Salem","cuid-suffix"
cmr8j4ad401k8u3qn93qmbchc,"s-rie-etude-de-fonctions-2x-2011-2012pdf-nMQkMO","s rie etude de fonctions 2x 2011 2012.pdf","cuid-suffix"
cmqxjbaab01eifxx2qq14lzak,"درس-تاريخ-7-اساسي-2012-2011-نور-الدين-فالح-1-BKZNRC","درس - تاريخ - 7 أساسي (2012-2011) نور الدّين فالح 1","cuid-suffix"
cmr99gu7r02yc8djcvtw52grb,"devoir-de-contrle-n2-sciences-physiques-3me-math-2013-2014-dBV8c7","Devoir de Contrôle N°2 - Sciences physiques - 3ème Math (2013-2014)","cuid-suffix"
cmr8hicai00li5qm25a1ruf7b,"synthese2-3math-2021-convertipdf-HNgW_r","synthese2 3math 2021 converti.pdf","pdf-in-slug"
cmr8ggkau00l2wmh4y290w7vi,"dc1-1ere-s1-2025pdf-DXLlMa","DC1 1ere s1 2025.pdf","cuid-suffix"
cmqxj03s10036fxx295xy3vr3,"قواسم-عدد-صحيح-طبيعي-السابعة-اساسي-الاعدادية-النموذجية-بضفاف-البحيرة-الاستاذ-فوز-tZuydn","قواسم عدد صحيح طبيعي - السابعة أساسي - الإعدادية النموذجية بضفاف البحيرة الأستاذ فوزي الغربي","cuid-suffix|too-long"
cmr8uiarg037zezxroh3pp178,"devoir-de-synthese-n3-math-bac-si-2013-2014-hZmDor","Devoir de Synthèse N°3 - Math - Bac SI (2013-2014)","cuid-suffix"
cmr992gcz0011hdy9iblw62gg,"cours-math-similitudes-bac-math-2013-2014-op9gjc","Cours - Math Similitudes - Bac Math (2013-2014)","cuid-suffix"
cmr99b4dd01qu8djcnyy1de0s,"devoir-de-controle-n1-sciences-physiques-devoir-de-controle--xZ7Ed5","Devoir de Contrôle N°1 - Sciences physiques devoir de contrôle n° 1 - 2ème Sciences (2011-2012)","cuid-suffix|multiple-hyphens"
cmr99gqzc02x08djcledxxgeh,"devoir-de-contrle-n2-sciences-physiques-3me-math-2010-2011-SIDLXy","Devoir de Contrôle N°2 - Sciences physiques - 3ème Math (2010-2011)","cuid-suffix"
cmr99h3at030w8djc86c63qko,"devoir-de-contrle-n3-sciences-physiques-3me-math-2017-2018-OkDUGw","Devoir de Contrôle N°3 - Sciences physiques - 3ème Math (2017-2018)","cuid-suffix"
cmr8ugwxt033aezxrubrwnygo,"devoir-de-contrle-n3-svt-bac-sciences-exp-2011-2012-o909LK","Devoir de Contrôle N°3 - SVT - Bac Sciences exp (2011-2012)","cuid-suffix"
cmr8j8ko701ucu3qnafihlyf4,"dev-con-n1-3sx2pdf-f328hY","dev con n1 3sx(2).pdf","cuid-suffix"
cmr99a7jp01n68djcez1nc9wi,"devoir-de-synthse-n3-lyce-pilote-sciences-physiques-1re-as-2-EdxXvD","Devoir de Synthèse N°3 Lycée pilote - Sciences physiques - 1ère AS (2015-2016)","cuid-suffix|stripped-accents"
cmr992h8n001dhdy9wmcfvwep,"serie-de-revision-physique-bac-math-2015-2016-ZQikC3","Série de révision - Physique - Bac Math (2015-2016)","cuid-suffix"
cmr8uobmk03ozezxr7p03rmcp,"serie-dexercices-math-ensembles-nombres-complexes-bac-math-2-ux66jD","Série d'exercices - Math - Ensembles Nombres complexes - Bac Math (2013-2014)","cuid-suffix"
cmr8utycz048kezxr1xaj0dsl,"devoir-de-contrle-n1-sciences-physiques-bac-mathmatiques-201-SipeTv","Devoir de Contrôle N°1 - Sciences physiques - Bac Mathématiques (2016-2017)","cuid-suffix"
cmr8j6let01pcu3qnhze4iu1g,"s-rie-n-10-3-me-techniques-bispdf-x6SOTQ","S rie n 10 (3 me techniques) (bis).pdf","cuid-suffix|pdf-in-slug"
cmqxj55nm004hsgnqr1h52rtj,"فرض-تاليفي-عدد-1-دراسة-نص-9-اساسي-2023-2024-الاستاذ-فتحي-بن-رحومة-sBOUhe","فرض تأليفي عدد 1 - دراسة نص - 9 أساسي (2023-2024) الأستاذ فتحي بن رحومة","cuid-suffix"
cmr992jah0021hdy9ww8wsh83,"devoir-de-contrle-n3-physique-bac-math-2014-2015-Rkpwqq","Devoir de Contrôle N°3 - Physique - Bac Math (2014-2015)","cuid-suffix"
cmr8hg3x200ic5qm29lmxwiv4,"synthese-1-annee-jLFX4B","synthese 1 annee","cuid-suffix"
cmr8uwsar04hcezxrescjczkq,"devoir-de-contrle-n2-sciences-physiques-1re-as-2023-2024-ZesTcZ","Devoir de Contrôle N°2 - Sciences physiques - 1ère AS (2023-2024)","cuid-suffix"
cmqteh4ey015s142l3jz99zez,"devoir-de-contrle-n2-anglais-9me-2017-2018-u4NF7e","Devoir de Contrôle N°2 - Anglais - 9ème (2017-2018)","cuid-suffix"
cmr8tsfev00oqezxrilhp1d53,"devoir-de-contrle-n3-math-1re-as-2014-2015-ucssvw","Devoir de Contrôle N°3 - Math - 1ère AS (2014-2015)","cuid-suffix"
cmr91wsqd006hhzna45yl61ir,"lesalcools-0WTOe2","lesalcools","cuid-suffix"
cmr8ij65k00lbu3qnlvi0jtt6,"dc-no-3-de-tecpdf-YAJnco","Dc no 3 de tec.pdf","cuid-suffix|pdf-in-slug"
cmr99a2hs01lu8djcqzq20j5c,"cours-physique-relation-entre-poids-et-masse-1re-as-2014-201-nxn3WS","Cours - Physique - Relation entre poids et masse - 1ère AS (2014-2015)","cuid-suffix"
cmr8ggwni00lewmh48x5eh8ty,"amri-lotfi-serie-de-revision-ZEvh1Q","amri lotfi serie de revision","cuid-suffix"
cmr97cak901u3xgtbjjklb1z2,"devoir-de-synthse-n1-math-3me-sciences-exp-2021-2022-3MT69p","Devoir de Synthèse N°1 - Math - 3ème Sciences exp (2021-2022)","cuid-suffix|stripped-accents"
cmr8vgunu014dq4p0w95zf3e5,"devoir-de-synthse-n1-lyce-pilote-svt-1re-as-2012-2013-WrEza5","Devoir de Synthèse N°1 Lycée pilote - SVT - 1ère AS  (2012-2013)","cuid-suffix|stripped-accents"
cmr99zcuo07ra68vcldiod2s6,"devoir-de-contrle-n2-lyce-pilote-sciences-physiques-bac-sc-e-yu4DDd","Devoir de Contrôle N°2 Lycée pilote - Sciences physiques - Bac Sc Exp &amp; Tech (2012-2013)","cuid-suffix|html-entities"
cmr8uidis0389ezxrxuwf6ahr,"devoir-de-contrle-n2-math-bac-informatique-2011-2012-LeAzVd","Devoir de Contrôle N°2 - Math - Bac Informatique (2011-2012)","cuid-suffix"
cmr99zve307su68vc9jxe0zrh,"devoir-de-synthese-n2-avec-correction-sciences-physiques-bac-2ULVKV","Devoir de Synthèse N°2 Avec correction - Sciences physiques - Bac Technique (2023-2024)","cuid-suffix"
cmr98hlk502w568vc2tr60rru,"serie-dexercices-math-espace-bac-sciences-exp-2016-2017-DNbwOI","Série d'exercices - Math ESPACE - Bac Sciences exp (2016-2017)","cuid-suffix"
cmqx15023009zz3ms2s1rwkj2,"devoir-de-contrle-n1-anglais-9me-2011-2012-mme-mariem-azizit-puscLN","Devoir de Contrôle N°1 - Anglais - 9ème (2011-2012) Mme mariem azizi","cuid-suffix"
cmr98br6z02hx68vcm1ku6irj,"serie-dexercices-7-math-lecture-graphique-bac-informatique-2-sxXp3v","Série d'exercices 7 - Math - Lecture graphique - Bac Informatique (2019-2020)","cuid-suffix"
cmr8h5e63006b5qm2yefow2bv,"ds2-21-223me-sctpdf-qnavRd","DS2 21 22(3ème ScT).pdf","cuid-suffix|pdf-in-slug"
cmr93fkfl005wr2ziuxx4hx7g,"2018-f7dger","2018","cuid-suffix"
cmr9a1hpe07xi68vcnd7cr15d,"serie-dexercices-n1-sciences-physiques-mouvemement-les-actio-Uc8Nds","Série d'exercices N°1 - Sciences physiques - Mouvemement-les actions mécaniques-solubilité - 1ère AS (2017-2018)","cuid-suffix"
cmr8gv4ur011fwmh4rt1oc09v,"serie-10-1-conducteurs-ohmiquespdf-mx9UE1","Série 10 1 conducteurs ohmiques.pdf","cuid-suffix|pdf-in-slug"
cmr8zw7aa00l9dvb0h2ol3ocy,"dc3-bac-sc-2018-2019-clYK0s","dc3 bac sc 2018 2019","cuid-suffix"
cmr8hsymv00yk5qm24zjfifr3,"dc-n-3-2-sc-2020pdf-aZvuAt","D.C n 3  2 Sc 2020.pdf","cuid-suffix"
cmr8ukwu603hcezxry8tlv5xe,"serie-corrigee-de-revision-math-integrationlogarithmeexponen-cijy5g","Série Corrigée de Révision - Math - intégration+logarithme+exponentielle - Bac Mathématiques (2017-2018)","cuid-suffix"
cmr98cs3a02kl68vc4zmca9qu,"serie-de-revision-avec-correction-math-fonction-ln-bac-scien-sijfxc","Série de Révision Avec correction- Math Fonction Ln - Bac Sciences exp (2013-2014)","cuid-suffix"
cmr99faoi02iu8djcok3lb239,"devoir-de-synthse-n1-physique-chimie-2me-ti-2010-2011-Ca_4bU","Devoir de Synthèse N°1 - Physique-Chimie - 2ème TI (2010-2011)","stripped-accents"
cmr8h5gtt006j5qm2tsu8msrf,"dc3-21-223me-sctpdf-w_ay0U","DC3 21 22(3ème ScT).pdf","pdf-in-slug"
cmr971bn200vzxgtb21mlam9o,"devoir-de-maison-n1-math-2me-sciences-2011-2012-69dry7","Devoir de maison N°1- Math - 2ème Sciences (2011-2012)","cuid-suffix"
cmr8g9mvn00cawmh4ekcf175w,"devc1-2s-0311-2025pdf-3UXnyq","dev.C1 . 2s 0311 2025.pdf","cuid-suffix"
cmr8ulnv403ikezxr7qvx3f4i,"serie-dexercices-n1-math-produit-scalaire-dans-lespace-spher-ZLMR3U","Série d'exercices N°1 - Math - Produit scalaire dans l'espace sphére - Bac Sciences (2017-2018)","cuid-suffix"
cmr8h5fol006f5qm281gxsv0x,"ds1-21-223me-sctpdf-b7llyp","DS1 21 22(3ème ScT).pdf","cuid-suffix|pdf-in-slug"
cmr8gud2c010cwmh4h9b4ldbl,"devoir-de-synthese-n1-3eme-infooooopdf-_r8O-f","DEVOIR DE SYNTHESE N°1 3EME INFOOOOO.pdf","pdf-in-slug"
cmr8uq28c03uwezxr8pv3i7y2,"serie-dexercices-math-revision-3em-trimestre-bac-economie-am-FJiJMJ","Série d'exercices - Math révision 3em trimestre - Bac Economie &amp; Gestion (2013-2014)","cuid-suffix|html-entities"
cmr993jzj00s98djci4j38z2v,"cours-math-fonction-exponentielle-bac-scexp-bac-mathmatiques-vJmCj1","Cours - Math - Fonction exponentielle - Bac Sc.Exp - Bac Mathématiques (2019-2020)","cuid-suffix"
cmr99nkbf03athdy9vcfdqqwe,"devoir-de-contrle-n1-informatique-3me-lettres-2010-2011-rhVGju","Devoir de Contrôle N°1 - Informatique - 3ème Lettres (2010-2011)","cuid-suffix"
cmqxj607s008rsgnq2q657nsl,"الفرض-العادي-الثالث-3-في-دراسة-نص-9-اساسي-brfWqL","الفرض العادي الثّالث 3 في دراسة نص - 9 اساسي","cuid-suffix"
cmqtrqstn00xenmd1x07dxrmm,"devoir-de-contrle-n1-math-7me-2017-2018-Ifozlf","Devoir de Contrôle N°1 - Math - 7ème (2017-2018)","cuid-suffix"
cmr8ubr0e02lkezxr0b89dcku,"devoir-de-synthse-n2-math-bac-math-2017-2018-SalO7b","Devoir de Synthèse N°2 - Math - Bac Math (2017-2018)","cuid-suffix|stripped-accents"
cmr995xg000wdhdy9bcpn57cg,"devoir-de-contrle-n3-technologie-2me-sciences-2014-2015-2g6u8X","Devoir de Contrôle N°3 - Technologie - 2ème Sciences (2014-2015)","cuid-suffix"
cmr99691p010phdy92g6xqntx,"devoir-de-synthse-n3-technologie-pompe-centrifuge-2me-scienc-6CMhGR","Devoir de Synthèse N°3 - Technologie pompe centrifuge - 2ème Sciences (2013-2014)","cuid-suffix|stripped-accents"
cmr8j99rs01w1u3qn128837kp,"2-techpdf-aW2Txu","2 tech.pdf","cuid-suffix|pdf-in-slug"
cmr932jau00g3x6quiirag71z,"sami-2-info-qLuYf0","SAMI 2 INFO","cuid-suffix"
cmr996gzf01358djcx0pyirw4,"devoir-de-synthse-n3-technologie-2me-sciences-2014-2015-xTjHSC","Devoir de Synthèse N°3 - Technologie - 2ème Sciences (2014-2015)","cuid-suffix|stripped-accents"
cmqtrtt1h016snmd1zg6omdvz,"devoir-de-contrle-n3-collge-pilote-technologie-7me-2010-2011-mS2ClP","Devoir de Contrôle N°3 (Collège pilote) - Technologie - 7ème (2010-2011)","cuid-suffix"
cmr8gmxxw00suwmh42os15o8i,"serie-les-matricesle-tableaux-de-deux-dimensionspdf-CS3_Ju","Serie Les matrices(Le Tableaux de deux dimensions).pdf","pdf-in-slug"
cmqww7uzr006vvdilsyr4gnsc,"cours-technologie-9me-2018-2019-mr-elhmidi-fethit1672942047-LuDYLX","Cours - Technologie - 9ème (2018-2019) القطاع البسيط Mr Elhmidi Fethi","cuid-suffix"
cmr93bcgp003gr2zi8e55ulhq,"dev-cont-n-1-ZfQgnJ","Dev Cont N 1","cuid-suffix"
cmr935eey00jcx6qubtl03k5b,"dev-syn-n-1-IxqZ7I","Dev syn N 1","cuid-suffix"
cmr992nv8003thdy9t67h7935,"devoir-de-controle-n3-avec-correction-sciences-physiques-bac-vNMSlw","Devoir de Contrôle N°3 Avec correction - Sciences physiques - Bac Math (2015-2016)","cuid-suffix"
cmqwyglfi00w8vdillehlzkjh,"devoir-de-contrle-n1-physique-9me-2019-2020-mr-rahali-ibrahi-q9WcIP","Devoir de Contrôle N°1 - Physique - 9ème (2019-2020) Mr Rahali Ibrahim","cuid-suffix"
cmqteam3f00ke142lgcvjtpsu,"devoir-de-synthse-n2-anglais-8me-2011-2012-UhnM_D","Devoir de Synthèse N°2 - Anglais - 8ème (2011-2012)","stripped-accents"
cmqx14crv007fz3mselvswluk,"devoir-de-contrle-n3-anglais-7me-2009-2010-mrs-azizi-mariemt-Q0NkKv","Devoir de contrôle N°3 - Anglais - 7ème (2009-2010) Mrs Azizi Mariem","cuid-suffix"
cmr8tndtt009gezxrj3kphhdc,"serie-dexercices-n6-avec-correction-math-similitudes-amp-com-TaDPVb","Série d'exercices N°6 Avec Correction - Math - SIMILITUDES &amp; COMPLEXES- Bac Math (2015-2016)","cuid-suffix|html-entities"
cmqwox2pc008y106j1fzgt1vo,"devoir-de-synthse-n1-collge-pilote-avec-correction-svt-9me-2-4bgxpn","Devoir de Synthèse N°1 Collège pilote Avec correction - SVT - 9ème (2022-2023) Mr hajri taoufik","cuid-suffix|stripped-accents"
cmr8v2tj40507ezxrsrqkjpsw,"devoir-de-contrle-n2-lyce-pilote-sciences-physiques-2me-scie-V70e7I","Devoir de Contrôle N°2 Lycée pilote - Sciences physiques - 2ème Sciences (2020-2021)","cuid-suffix"
cmqsloo3a000913nazaqgorj5,"devoir-de-contrle-n2-collge-pilote-avec-correction-svt-8me-2-kvyy1z","Devoir de Contrôle N°2 Collège pilote Avec correction - SVT - 8ème (2022-2023)","cuid-suffix"
cmqwp9tb600lb106jz1555o90,"devoir-de-contrle-n2-math-7me-2012-2013-mr-mejri-ziedt176648-gFT3zf","Devoir de Contrôle N°2 - Math - 7ème (2012-2013) Mr mejri zied","cuid-suffix"
cmr8uhwa0036lezxrjm8ezdie,"cours-math-equations-differencielles-bac-tech-2007-2008-1mVakQ","Cours Math - Equations différencielles - Bac Tech (2007-2008)","cuid-suffix"
cmr99gnqo05my68vcmyvigyre,"devoir-de-synthse-n1-sciences-physiques-3me-mathmatiques-202-7fGnup","Devoir de Synthèse N°1 - Sciences physiques - 3ème Mathématiques (2020-2021)","cuid-suffix|stripped-accents"
cmr99lca00335hdy94f2idgb3,"devoir-de-synthse-n1-sciences-physiques-3me-technique-2021-2-8UJ7VP","Devoir de Synthèse N°1 - Sciences physiques - 3ème Technique (2021-2022)","cuid-suffix|stripped-accents"
cmr99gj5e05ma68vcylsk5ihj,"devoir-de-contrle-n1-franais-3me-math-2011-2012-sDa2KD","Devoir de Contrôle N°1 - Français  - 3ème Math (2011-2012)","cuid-suffix"
cmr99hfth035s8djcb4b7ourx,"devoir-de-contrle-n1-physique-3me-sciences-exp-2010-2011-3PYV0S","Devoir de Contrôle N°1 - Physique - 3ème Sciences exp (2010-2011)","cuid-suffix"
cmr992cp300o18djcsf2i91l8,"devoir-de-synthse-n2-lyce-pilote-sciences-physiques-bac-math-aly2FI","Devoir de Synthèse N°2 Lycée pilote - Sciences physiques - Bac Math (2022-2023)","cuid-suffix|stripped-accents"
cmqxj1zca00defxx23cv0uya2,"فرض-مراقبة-عدد-1-دراسة-نص-7-اساسي-2014-2013-الاستاذ-الهلالي-المهدي-VoNKRD","فرض مراقبة عدد 1 - دراسة نص - 7 أساسي (2014-2013) الأستاذ الهلالي المهدي","cuid-suffix"
cmqwp3eia00er106jduh93onk,"cours-math-9me-2011-2012-mr-samit1716911682-Xw4fyO","Cours - Math - 9ème (2011-2012) Mr Sami","cuid-suffix"
cmqwp3q5p00f3106jh932pjkw,"cours-collge-pilote-math-9me-2016-2017-mr-kamel-gharbit17169-1dKm8k","Cours Collège pilote - Mathانشطة في الحساب والتعداد - 9ème (2016-2017) Mr Kamel Gharbi","cuid-suffix"
cmr99lhqs034thdy9z24ay181,"devoir-de-contrle-n2-sciences-physiques-3me-technique-2016-2-2v7tbo","Devoir de Contrôle N°2 - Sciences physiques - 3ème Technique (2016-2017)","cuid-suffix"
cmr8tf5l1002uuoovdy5wjqd9,"devoir-de-contrle-n1-math-3me-technique-2014-2015-K3tQjr","Devoir de Contrôle N°1 - Math - 3ème Technique (2014-2015)","cuid-suffix"
cmqwp0x1200cj106jpccnacds,"cours-math-7-7me-2011-2012-mr-makram-trabelsi-4t1765465302-Xko55f","Cours - Math تحضير 7 أساسي - 7ème (2011-2012) Mr Makram Trabelsi 4","cuid-suffix"
cmqxj4l9x001qsgnqr25r6mok,"فرض-مراقب-عدد-1-دراسة-نص-التاسعة-اساسي-الاستاذ-الاسعد-الشيحي-4EYVPy","فرض مراقب عدد 1 - دراسة نص - التاسعة أساسي الأستاذ الأسعد الشيحي","cuid-suffix"
cmqww5ac00045vdileop0gdz1,"Cours-Technologie-8-me-2011-2012-Mr-LTIFI-Abdelhamid-المواد-المستعملة-اللدائن-رس-ebjTwx","Cours - Technologie - 8ème (2011-2012) Mr LTIFI Abdelhamid المواد المستعملة اللدائن رسكلة اللدائن الحرارية الثني الحراري التشكيل الحراري","cuid-suffix|too-long"
cmqwp2qfh00e7106j1n8qjw9b,"تلخيص-دروس-الرياضيات-التاسعة-اساسي-التلميذة-نسرين-tjnims","تلخيص دروس الرياضيات - التاسعة أساسي - التلميذة نسرين","cuid-suffix"
cmr98b9e002g968vctugqu2ls,"serie-de-revision-limite-continuite-suites-derivabilite-fonc-uxs4wc","Série de révision (Limite - Continuité - Suites - Dérivabilité - Fonctions réciproque ) - Math Devoir bac blanc - Bac Math (2020-2021)","cuid-suffix"
cmqxj1qyb00bzfxx2uhc5jpv5,"فرض-مراقبة-عدد-1-انشاء-7-اساسي-2009-2008-الاستاذ-محمد-بن-معلم-BlILeZ","فرض مراقبة عدد 1 - إنشاء - 7 أساسي (2009-2008) الأستاذ محمّد بن معلّم","cuid-suffix"
cmr8hn1a900re5qm2i0pfd225,"dc2-2020-CZQUE9","dc2 2020","cuid-suffix"
cmqxj6s4d00s8fxx20nvlhhmj,"فرض-مراقبة-عدد-1-دراسة-نص-8-اساسي-2014-2015-الاستاذ-مزار-بن-حسن-r0sMZ7","فرض مراقبة عدد 1 - دراسة نص - 8 أساسي (2014-2015) الأستاذ مزار بن حسن","cuid-suffix"
cmr97srcj010t68vc1r049kl4,"devoir-de-contrle-n1-math-bac-informatique-2017-2018-kuzfsl","Devoir de Contrôle N°1 - Math - Bac Informatique (2017-2018)","cuid-suffix"
cmqu29xcm00spq2n3vrt1y11l,"devoir-de-synthse-n3-physique-8me-2010-2011-vQu7zW","Devoir de Synthèse N°3 - Physique - 8ème (2010-2011)","cuid-suffix|stripped-accents"
cmr8vvpr202jnq4p0qdruxvf1,"devoir-de-synthse-n2-technologie-2me-sciences-2009-2010-0bFH9z","Devoir de synthèse N°2 - Technologie - 2ème Sciences (2009-2010)","cuid-suffix|stripped-accents"
cmr8gv1x30116wmh4lf8k0tj9,"serie-equilibres-chimiques-24pdf-LFojrt","Série Equilibres chimiques 24.pdf","cuid-suffix"
cmr99z4pi07qq68vcutl1e14w,"devoir-de-synthse-n1-sciences-physiques-bac-technique-2020-2-EAfLv4","Devoir de Synthèse N°1 - Sciences physiques - Bac Technique (2020-2021)","cuid-suffix|stripped-accents"
cmr98zqep04fp68vcbxye5qc2,"devoir-de-contrle-n1-base-de-donnes-4me-si-2008-2009-NeCyzQ","Devoir de contrôle N°1 - Base de données - 4ème SI (2008-2009)","cuid-suffix"
cmr8u0ge501hgezxrcxo6qjqp,"devoir-de-contrle-n3-math-2me-sciences-2015-2016-0nQYyV","Devoir de Contrôle N°3 - Math - 2ème Sciences (2015-2016)","cuid-suffix"
cmr99cgb4021thdy93oktq3fm,"devoir-de-synthse-n1-sciences-physiques-2me-sciences-exp-201-gL6UTv","Devoir de Synthèse N°1 - Sciences physiques - 2ème Sciences exp (2011-2012)","cuid-suffix|stripped-accents"
cmr8th3zb009ruoov5ef5ztoi,"devoir-de-synthse-n2-math-3me-sciences-exp-2015-2016-xYQEwl","Devoir de Synthèse N°2 - Math - 3ème Sciences exp (2015-2016)","cuid-suffix|stripped-accents"
cmr8u9lou02dcezxrz6seozh3,"devoir-de-contrle-n3-math-bac-technique-2012-2013-jQ6Eam","Devoir de Contrôle N°3 - Math - Bac Technique (2012-2013)","cuid-suffix"
cmr9708gd00srxgtbr1wu7woe,"devoir-de-contrle-n1-math-2me-sciences-2018-2019-Cl60gj","Devoir de Contrôle N°1 - Math - 2ème Sciences (2018-2019)","cuid-suffix"
cmr8gv3lx011awmh4qjxoo6yk,"devoir-contrle-02-bac-technique-convertipdf-GmOcSp","Devoir Contrôle 02 bac technique converti.pdf","cuid-suffix|pdf-in-slug"
cmr8u289001nwezxr124s5l7v,"devoir-de-rvision-n1-math-bac-toutes-sections-2018-2019-NJOMyg","Devoir de Révision N°1  - Math - Bac Toutes Sections (2018-2019)","cuid-suffix"
cmr8vsde5028bq4p0zin41ex8,"cours-bases-de-donnes-ch5-cration-et-modification-de-la-stru-IsUUqu","Cours - Bases de données - Ch5 Création et modification de la structure - Bac SI (2015-2016)","cuid-suffix"
cmqxizq1q0015fxx2shvgcqbh,"فرض-تاليفي-عدد-3-الرياضيات-7-اساسي-2013-2012-الاستاذ-الطيب-الغربي-Yj3IPE","فرض تأليفي عدد 3 - الرياضيات - 7 أساسي (2013-2012) الأستاذ الطيب الغربي","cuid-suffix"
cmqwpchqy00nw106jau38oks6,"devoir-de-controle-n5-math-7eme-2013-2014-mr-mathlouthi-lotf-jI5Ggz","Devoir de Contrôle N°5 - Math - 7ème (2013-2014) Mr Mathlouthi Lotfi","cuid-suffix"
cmr8tx6sx015xezxr374pm6tb,"devoir-de-contrle-n1-math-2me-sciences-2021-2022-AmfW3H","Devoir de Contrôle N°1 - Math - 2ème Sciences (2021-2022)","cuid-suffix"
cmqxj5td7007rsgnqo2eithhp,"فرض-تاليفي-عدد-2-دراسة-نص-9-اساسي-2012-2011-الاستاذ-سامي-القاسمي-XdnEKx","فرض تأليفي عدد 2 - دراسة نص - 9 أساسي (2012-2011) الأستاذ سامي القاسمي","cuid-suffix"
cmqte80s800cj142l1dq9f4b1,"devoir-de-synthse-n2-anglais-7me-2013-2014-msvqfy","Devoir de Synthèse N°2 - Anglais - 7ème (2013-2014)","cuid-suffix|stripped-accents"
cmr8gaq6500e9wmh4gtzhkoy8,"syn-reg-3-3-eco-24-25-av-coerrectionpdf-lpfcUl","syn reg 3 3 eco 24 25 av coerrection.pdf","cuid-suffix|pdf-in-slug"
cmqtej4r701c1142lm09gusmd,"devoir-de-synthse-n3-informatique-7me-2018-2019-g0uTUi","Devoir de Synthèse N°3 - Informatique - 7ème (2018-2019)","cuid-suffix|stripped-accents"
cmr8tmn810080ezxr6loljzzu,"serie-corrigee-dexercices-de-controle-n1-math-angles-orintes-vrKVAv","Série Corrigée d'exercices de Contrôle N°1 - Math angles orintés - 3ème Math (2015-2016)","cuid-suffix"
cmqxj1kz300b2fxx2ll24r8fc,"serie-dexercices-math-2012-2013-mr-gharbi-uxyxwn","Série d'exercices - Math العبارات الجبرية - (2012-2013) Mr Gharbi","cuid-suffix"
cmr99kx7106gq68vcj2ccuw8c,"devoir-de-synthse-n3-svt-bac-mathmatiques-2014-2015-6PmzTz","Devoir de Synthèse N°3 - SVT - Bac Mathématiques (2014-2015)","cuid-suffix|stripped-accents"
cmqtrv4px01aynmd1ledlb5ia,"devoir-de-contrle-n2-technologie-9me-2008-2009-DDlIrY","Devoir de Contrôle N°2 - Technologie - 9ème (2008-2009)","cuid-suffix"
cmqwygpik00wcvdilf1w8or2b,"devoir-de-contrle-n1-physique-9me-2019-2020-mr-rahali-ibrahi-K4kBgL","Devoir de Contrôle N°1 - Physique - 9ème (2019-2020) Mr Rahali Ibrahim","cuid-suffix"
cmr8i4fro007mu3qns4vrqdmz,"devoir-de-controle-n1pdf-ZIY77N","Devoir de controle n°1.pdf","cuid-suffix"
cmr8ub3tt02j3ezxrhxh3gi4d,"devoir-de-synthse-n1-math-bac-mathmatiques-2015-2016-PZ81bc","Devoir de Synthèse N°1 - Math - Bac Mathématiques (2015-2016)","cuid-suffix|stripped-accents"
cmr8ha2es00bb5qm238dzvkcv,"devoir-de-controle-n-1-a-2022kheir-ridhapdf-zLTVB6","DEVOIR DE CONTROLE N 1 A 2022(KHEIR RIDHA).pdf","cuid-suffix|pdf-in-slug"
cmr8v0flf04srezxrmv6ebt2j,"cours-chimie-rsum-les-ractions-acide-base-et-le-ph-bac-toute-G76Dzk","Cours - Chimie - Résumé les réactions acide-base et le pH - Bac Toutes Sections (2015-2016)","cuid-suffix"
cmr8x09tt02vqq4p0iqotswdc,"s-rie-n-5-3-me-10-11physique-pzHf2R","S rie N 5 ( 3 me 10 11)physique","cuid-suffix"
cmr8tofp400ccezxreo1300sa,"devoir-de-contrle-n1-math-bac-sciences-exp-2014-2015-aAGH79","Devoir de Contrôle N°1 - Math - Bac Sciences exp (2014-2015)","cuid-suffix"
cmr8v87af00c1q4p03y3o5mr6,"devoir-de-synthese-n2-physique-4eme-si-2009-2010-m8zIFh","Devoir de synthèse N°2 - Physique - 4ème SI (2009-2010)","cuid-suffix"
cmr8h5ciw00675qm2uhtxuomi,"ds3-21-223me-sctpdf-iY3BHO","DS3 21 22(3ème ScT).pdf","cuid-suffix|pdf-in-slug"
cmqwotflc005e106jub76rsna,"devoir-de-synthse-n1-svt-7me-2023-2024-mr-hajri-taoufikt1747-fgvspl","Devoir de Synthèse N°1 - SVT - 7ème (2023-2024) Mr hajri taoufik","cuid-suffix|stripped-accents"
cmr8twfvq012vezxrie6rap0k,"devoir-de-synthse-n3-math-1re-as-2024-2025-87KMWG","Devoir de Synthèse N°3 - Math - 1ère AS  (2024-2025)","cuid-suffix|stripped-accents"
cmqtedoi500uo142lwts4foiv,"devoir-de-synthse-n2-math-9me-2018-2019-MkRJV_","Devoir de Synthèse N°2 - Math - 9ème (2018-2019)","stripped-accents"
