id,type,expected,actual,title
cmqu2krgu01l7q2n386vn6ier,section,maths,,"Devoir de Contrôle N°1 - Math - 8ème (2021-2022)"
cmqu2ktik01lcq2n33bobkfqb,section,maths,,"Devoir de Contrôle N°1 - Math - 8ème (2022-2023)"
cmqu2kv8s01lhq2n3yt90zo0u,section,maths,,"Devoir de Contrôle N°2 - mathématique - 8ème (2010-2011)"
cmqu2kwil01lmq2n3qudse9bp,section,maths,,"Devoir de Contrôle N°2 - math - 8ème (2010-2011)"
cmqu2l0zv01lwq2n39rc0nlq0,section,maths,,"Devoir de Contrôle N°2 - Math - 8ème (2014-2015)"
cmqu2l2db01m1q2n3gq25it27,section,maths,,"Devoir de Contrôle N°2 - Math - 8ème (2014-2015)"
cmqu2l44c01m6q2n3ld0n57gr,section,maths,,"Devoir de Synthèse N°1 - Math - 8ème (2013-2014)"
cmqu2l70i01mbq2n3l7emkfxz,section,maths,,"Devoir de Synthèse N°1 - Math - 8ème (2017-2018)"
cmqu2l8d701mgq2n375fjfi1m,section,maths,,"Devoir de Synthèse N°1 - Math - 8ème (2019-2020)"
cmqu2l9ij01mlq2n3sfq148e0,section,maths,,"Devoir de Synthèse N°1 Avec correction - Math - 8ème (2020-2021)"
cmqu2laqn01mqq2n3e5iot5oi,section,maths,,"Devoir de Contrôle N°3 - Math - 8ème (2010-2011)"
cmqu2lcwo01mvq2n3xvlllnlg,section,maths,,"Devoir de Contrôle N°3 - Math - 8ème (2017-2018)"
cmqu2lf3301n1q2n3tme54m5t,section,maths,,"Devoir de contrôle N°4 - Math - 8ème (2009-2010)"
cmqu2lf3301n1q2n3tme54m5t,trimester,2,3,"Devoir de contrôle N°4 - Math - 8ème (2009-2010)"
cmqu2lg2101n6q2n3dlfe46xt,section,maths,,"Devoir de Contrôle N°4 - Math - 8ème (2011-2012)"
cmqu2lg2101n6q2n3dlfe46xt,trimester,2,3,"Devoir de Contrôle N°4 - Math - 8ème (2011-2012)"
cmqu2lh1c01nbq2n3v1cddoxo,section,maths,,"Devoir de Contrôle N°4 - Math - 8ème (2013-2014)"
cmqu2lh1c01nbq2n3v1cddoxo,trimester,2,3,"Devoir de Contrôle N°4 - Math - 8ème (2013-2014)"
cmqu2lj4501ngq2n3hgrs180z,section,maths,,"Devoir de Contrôle N°4 - Math - 8ème (2014-2015)"
cmqu2lj4501ngq2n3hgrs180z,trimester,2,3,"Devoir de Contrôle N°4 - Math - 8ème (2014-2015)"
cmqu2lk4t01nlq2n34helhlk2,section,maths,,"Devoir de Contrôle N°4 - Math - 8ème (2014-2015)"
cmqu2lk4t01nlq2n34helhlk2,trimester,2,3,"Devoir de Contrôle N°4 - Math - 8ème (2014-2015)"
cmqu2lmnx01nqq2n30h43u04q,section,maths,,"Devoir de synthèse N°2 - Math - 8ème (2009-2010)"
cmqu2lnyf01nvq2n38b62cfi4,section,maths,,"Devoir de synthèse N°2 - MAth - 8ème (2009-2010)"
cmqu2lpjo01o0q2n38en4j731,section,maths,,"Devoir de Synthèse N°2 - Math - 8ème (2019-2020) Mme Allani et Ayedi et"
cmqu2lr4f01o5q2n3i82h3lcc,section,maths,,"Devoir de Contrôle N°5 - Math - 8ème (2011-2012)"
cmqu2lr4f01o5q2n3i82h3lcc,trimester,2,3,"Devoir de Contrôle N°5 - Math - 8ème (2011-2012)"
cmqu2lu2801oaq2n3arugpj8s,section,maths,,"Devoir de Contrôle N°5 - Math - 8ème (2014-2015)"
cmqu2lu2801oaq2n3arugpj8s,trimester,2,3,"Devoir de Contrôle N°5 - Math - 8ème (2014-2015)"
cmqu2lvmr01ofq2n3wuqr8g2y,section,maths,,"Devoir de contrôle N°6 - Math - 8ème (2009-2010)"
cmqu2lvmr01ofq2n3wuqr8g2y,trimester,2,3,"Devoir de contrôle N°6 - Math - 8ème (2009-2010)"
cmqu2lyv601okq2n3tzuvshtc,section,maths,,"Devoir de Synthèse N°3 - Math - 8ème (2010-2011)"
cmqu2lzx601opq2n3zl5uasz7,section,maths,,"Devoir de Synthèse N°3 - Math - 8ème (2013-2014)"
cmqu2m2ke01ouq2n389yz228m,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2014-2015)"
cmqu2m4xf01ozq2n3ingq5ga0,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2015-2016)"
cmqu2m5t201p4q2n35jclyp34,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2017-2018)"
cmqu2m8jv01p9q2n3oldk0j9a,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2018-2019)"
cmqu2mbcf01peq2n3gs2hu7cm,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2021-2022)"
cmqu2mem901pjq2n3n3hpl4y2,section,maths,,"Devoir de Contrôle N°2 - Math - 9ème (2015-2016)"
cmqu2mgbc01poq2n3cnfsxjie,section,maths,,"Devoir de Contrôle N°2 - Math - 9ème (2017-2018)"
cmqu2mj4s01ptq2n3uu97k3tt,section,maths,,"Devoir de Contrôle N°2 - Math - 9ème (2021-2022)"
cmqu2mlku01pyq2n3kbkz8p6t,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2011-2012)"
cmqu2mn2g01q3q2n3vyu3hkcp,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2012-2013)"
cmqu2mo3h01q8q2n3i044h7wz,section,maths,,"Devoir de Synthèse N°1 - Math - Thales et puissances dans R - 9ème (2013-2014)"
cmqu2mp3a01qdq2n3vnivwz25,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2014-2015)"
cmqu2mq6101qiq2n3jp3ft2n1,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2014-2015)"
cmqu2mrhv01qnq2n3pbi2hvrj,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2015-2016)"
cmqu2msob01qsq2n3535aohhp,section,maths,,"Devoir de Contrôle N°3 - Math - 9ème (2011-2012)"
cmqu2mtlq01qxq2n34jjoaqts,section,maths,,"Devoir de Contrôle N°3 - Math - 9ème (2013-2014)"
cmqu2mut401r2q2n3rpwqjy0z,section,maths,,"Devoir de Contrôle N°3 - Math - 9ème (2021-2022)"
cmqu2my7p01rcq2n3i3pyc90h,section,maths,,"Devoir de Contrôle N°4 - Math - 9ème (2010-2011)"
cmqu2my7p01rcq2n3i3pyc90h,trimester,2,3,"Devoir de Contrôle N°4 - Math - 9ème (2010-2011)"
cmqu2n0k301rhq2n3dnwqea2o,section,maths,,"Devoir de Contrôle N°4 - Math - 9ème (2012-2013)"
cmqu2n0k301rhq2n3dnwqea2o,trimester,2,3,"Devoir de Contrôle N°4 - Math - 9ème (2012-2013)"
cmqu2n3ex01rmq2n3e8oorul6,section,maths,,"Devoir de Contrôle N°4 - Math - 9ème (2021-2022)"
cmqu2n3ex01rmq2n3e8oorul6,trimester,2,3,"Devoir de Contrôle N°4 - Math - 9ème (2021-2022)"
cmqu2n51u01rrq2n3etn2uric,section,maths,,"Devoir de Maison N°2 - Math - 9ème (2013-2014)"
cmqu2n60a01rwq2n34qgxgwi5,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2011-2012)"
cmqu2n7dg01s1q2n30i2mypfa,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2011-2012)"
cmqu2n9a001s6q2n3dvkmm2ji,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2012-2013)"
cmqu2naif01sbq2n3x2g4nywp,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2012-2013)"
cmqu2nck501sgq2n3a32ytrs6,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2014-2015)"
cmqu2ndl401slq2n3x70fk54h,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2014-2015)"
cmqu2nf2u01sqq2n3purqevj2,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2014-2015)"
cmqu2nhbz01svq2n3zd2ghwpb,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2022-2023)"
cmqu2nikb01t0q2n3mlmgcp94,section,maths,,"Devoir de Contrôle N°6 - Math - 9ème (2014-2015)"
cmqu2nikb01t0q2n3mlmgcp94,trimester,2,3,"Devoir de Contrôle N°6 - Math - 9ème (2014-2015)"
cmqu2nl3x01t5q2n3atxyjyrb,section,maths,,"Devoir de maison N°3 - Math - 9ème (2009-2010) Mr Noureddine Khlifi"
cmqu2nmmz01taq2n3xqtuys61,section,maths,,"Devoir de maison N°3 - Math - 9ème (2009-2010) Mr Noureddine Khlifi"
cmqu2nr3s01tkq2n3o49o26y7,section,maths,,"Devoir de Synthèse N°3 - Math - 9ème (2013-2014)"
cmqu2nsuk01tpq2n3jfzi2xgs,section,maths,,"Devoir de Synthèse N°3 - Math - 9ème (2015-2016)"
cmqu2nu3h01tuq2n3t8ndj3fg,section,maths,,"Devoir de Synthèse N°3 - Math - 9ème (2022-2023)"
cmqu2nwc601tzq2n33posoi2t,section,maths,,"Devoir Avec correction - Math - 9ème (2013-2014)"
cmqu2nxry01u4q2n3gb37bnix,section,maths,,"Devoir de maison N°3 - Math - 7ème"
cmqu2nyvw01u9q2n350oqy96o,section,maths,,"Devoir de Maison N°2 - Math - 7ème (2011-2012)"
cmqu2o00f01ueq2n3hafd1fz7,section,maths,,"Série d'exercices Collège pilote - Math addition dans Z (nouveau programme) - 7ème (2012-2013)"
cmqu2o1by01ujq2n38xoc68tq,section,maths,,"Série d'exercices Collège pilote - Math addition dans Z (nouveau programme) - 7ème (2012-2013)"
cmqu2o2jj01uoq2n3u72fyeu2,section,maths,,"Série d'exercices Collège pilote - Math addition dans Z (nouveau programme) - 7ème (2012-2013)"
cmqu2o3v101utq2n3t6llybwf,section,maths,,"Série d'exercices Collège pilote - Math addition dans Z (nouveau programme) - 7ème (2012-2013)"
cmqu2o9z101uyq2n3ppna0h4r,section,maths,,"Série d'exercices N°4 - Math - 7ème (2015-2016)"
cmqu2o9z101uyq2n3ppna0h4r,trimester,2,3,"Série d'exercices N°4 - Math - 7ème (2015-2016)"
cmqu2obax01v3q2n32ae90m6z,section,maths,,"Devoir de Révision N°6 - Math - 7ème (2022-2023)"
cmqu2obax01v3q2n32ae90m6z,trimester,2,3,"Devoir de Révision N°6 - Math - 7ème (2022-2023)"
cmqu2ocd801v8q2n3kl91bvn5,section,maths,,"Série d'exercices - Math - 7ème (2007-2008)"
cmqu2odo401vdq2n3o6fd1gnj,section,maths,,"Série d'exercices - Math - 7ème (2007-2008)"
cmqu2oex401viq2n3cqzikmja,section,maths,,"Série d'exercices - Math - 7ème (2007-2008)"
cmqu2ogka01vnq2n3p5wk6txc,section,maths,,"Série d'exercices - Math - 7ème (2007-2008)"
cmqu2ohug01vsq2n3k8shjayc,section,maths,,"Série d'exercices - Math - 7ème (2007-2008)"
cmqu2oj1b01vxq2n3zb8dmn5z,section,maths,,"Série d'exercices - Math - 7ème (2007-2008)"
cmqu2op5m01w2q2n3fwlp7xr1,section,maths,,"Série Corrigée de Révision Collège pilote - Math - 8ème (2014-2015)"
cmqu2oq4y01w7q2n34rba7ho4,section,maths,,"Série d'exercices N°5 - Math Révision - 8ème (2010-2011)"
cmqu2oq4y01w7q2n34rba7ho4,trimester,2,3,"Série d'exercices N°5 - Math Révision - 8ème (2010-2011)"
cmqu2orbo01wcq2n3ivf619we,section,maths,,"Série d'exercices N°4 Collège pilote - Math Maths - 8ème (2021-2022)"
cmqu2orbo01wcq2n3ivf619we,trimester,2,3,"Série d'exercices N°4 Collège pilote - Math Maths - 8ème (2021-2022)"
cmqu2oswu01whq2n3wpm14fy1,type,BAC_SUBJECT,COURSE,"Révision concours math - 9ème (2009-2010)"
cmqu2oswu01whq2n3wpm14fy1,section,maths,,"Révision concours math - 9ème (2009-2010)"
cmqu2ow3e01wmq2n3ootxl6fd,section,maths,,"Série d'exercices de Maison - Math theoreme de thales - 9ème (2010-2011)"
cmqu2ox4p01wrq2n3921bmfmc,section,maths,,"Série d'exercices N°1 Collège pilote - Math math - 9ème (2010-2011)"
cmqu2p1ou01wwq2n3nk5s4jqa,section,maths,,"Série d'exercices - Math - 9ème (2014-2015)"
cmqu2p30001x1q2n3r3ea3dh3,section,maths,,"Série d'exercices - Math - 9ème (2014-2015)"
cmqu2p4br01x6q2n3hp5uiivy,section,maths,,"Série d'exercices - Math - 9ème (2014-2015)"
cmqu2p5ry01xbq2n3mee7lsps,section,maths,,"Série d'exercices - Math - 9ème (2014-2015)"
cmqu2p78m01xgq2n3otgg1d0s,section,maths,,"Série d'exercices - Math - 9ème (2014-2015)"
cmqu2p9c701xlq2n3jck2447v,section,maths,,"Série d'exercices Collège pilote - Math Les Triangles ( Nouveau programme ) - 9ème (2012-2013)"
cmqu2pb0j01xqq2n3b3rt4b70,section,maths,,"Série d'exercices N°1 - Math - Puissance - 9ème (2019-2020)"
cmqu2rsei0256q2n3yif95zod,section,maths,,"Devoir de Contrôle N°1 Collège pilote - Math - 7ème (2017-2018)"
cmqwnozxc0038106jlnl068zl,type,HOMEWORK,EXERCISE,"Travaux pratiques - Informatique TP PowerPoint - 8ème (2010-2011) Mr Saâfi Riadh"
cmqwocrla003k106jov3xza65,type,HOMEWORK,EXERCISE,"TP - informatique - 7ème (2010-2011) Mme Zeineb"
cmqwosg8z004i106jzdvrailj,type,SUMMARY,COURSE,"Cours Sciences SVT Résumé 1er Trimestre- 9ème (2010-2011)"
cmqwou9jq006a106jaed74b9w,section,maths,,"Devoir de Controle N°3-Math-9ème (2023-2024)"
cmqwouhy5006e106jhp92w8hc,type,EXAM,HOMEWORK,"Devoir corrigé de Contrôle N°3 - SVT - 7ème (2020-2021) Mr Hajri Taoufik"
cmqwozmpi00b7106jf6fxckpt,section,maths,,"Cours - Math équations du second degré - 7ème (2011-2012) Mr Hamed Belhadj"
cmqwozqrm00bb106jkisbv9r5,section,maths,,"Cours - Math جمع و طرح الأعداد الصحيحة الطبيعيّة - 7ème (2018-2019) Mr Abdelghaffar Sami"
cmqwozuyv00bf106jv8yfwgxf,section,maths,,"Cours - Math قواسم عدد صحيح طبيعي و مضاعفاتة - 7ème (2024-2025) Mme Tahar Mabrouka_watermark"
cmqwozybh00bj106j1pz3g809,section,maths,,"Cours - Math cours - 7ème (2011-2012) Mr Makram Trabelsi 2"
cmqwp02gr00bn106jtc29tgqd,section,maths,,"Cours - Math cours - 7ème (2011-2012) Mr Makram Trabelsi 3"
cmqwp061700br106jx2hmea3y,section,maths,,"Cours - Math cours - 7ème (2011-2012) Mr Makram Trabelsi 4"
cmqwp09y000bv106j39dl0jyh,section,maths,,"Cours - Math cours - 7ème (2011-2012) Mr Makram Trabelsi 5"
cmqwp0dvn00bz106jimm9pvpz,section,maths,,"Cours - Math التّناظر المحوري - 7ème (2011-2012) Mr Makram Trabelsi"
cmqwp0hue00c3106j1qppc35v,section,maths,,"Cours - Math التوازي و التعامد - 7ème (2011-2012) Mr Makram Trabelsi"
cmqwp0lzj00c7106j8zh7qmcp,section,maths,,"Cours - Math الزّوايا - 7ème (2011-2012) Mr makram Trabelsi"
cmqwp0p9z00cb106j5sks6kyd,section,maths,,"Cours - Math القوة - 7ème (2011-2012) Mr Makram Trabelsi"
cmqwp0t8b00cf106jq9niu5ol,section,maths,,"Cours - Math تحضير 7 أساسي - 7ème (2011-2012) Mr Makram Trabelsi 3"
cmqwp0x1200cj106jpccnacds,section,maths,,"Cours - Math تحضير 7 أساسي - 7ème (2011-2012) Mr Makram Trabelsi 4"
cmqwp10xh00cn106j05q10ce2,section,maths,,"Cours - Math تحضير 7 أساسي - 7ème (2011-2012) Mr Makram Trabelsi"
cmqwp14lv00cr106j9q3sfg4o,section,maths,,"Cours Collège pilote - Math - 7ème (2018-2019) Mme Tekeri Zeineb التعامد و التوازي"
cmqwp18en00cv106jx7sidas7,section,maths,,"Cours Collège pilote - Math - 7ème (2018-2019) Mme Tekeri Zeineb الموسّط العمودي"
cmqwp1c7600cz106jrfr2s0eh,section,maths,,"Cours Collège pilote - Math - 7ème (2018-2019) Mme Tekeri Zeineb الوضعيّة النسبيّة لدائرة ومستقيم"
cmqwp1fyl00d3106j336s4c9e,section,maths,,"Cours Collège pilote - Math - 7ème (2018-2019) Mme Tekeri Zeineb بعد نقطة عن مستقيم"
cmqwp1jz900d7106jrbnin2m7,section,maths,,"Devoir de maison 2ème Trimestre - Math - 7ème (Collège pilote Les berges du lac) Mr Faouzi El Gharbi"
cmqwp1nwj00db106jpku80z5q,section,maths,,"Devoir de maison N°5 - Math - 7ème (Collège pilote Les berges du lac) Mr Faouzi El Gharbi 1"
cmqwp1s8200df106jnkr2tpqt,section,maths,,"Devoir de maison N°5 - Math - 7ème (Collège pilote Les berges du lac) Mr Faouzi El Gharbi 2"
cmqwp1vns00dj106jumi7hz77,section,maths,,"Devoir de maison N°5 - Math - 7ème (Collège pilote Les berges du lac) Mr Faouzi El Gharbi 3"
cmqwp27bt00dn106jwvix47l4,section,maths,,"Cours - Math التناظرو التعيين - 8ème (2015-2016) Mr ZAIRI RIADH"
cmqwp2bat00dr106jhxn5awgd,section,maths,,"Cours - Mathرباعيّات الأضلاع - 8ème (2016-2017) Mr Zairi Riadh"
cmqwp2frw00dv106jgu9rtsfk,section,maths,,"Cours Collège pilote - Mathالتناظر المركزي - 8ème (2016-2017) Mr Gharbi Kamel"
cmqwp2ipb00dz106jeaeep792,section,maths,,"Cours Collège pilote - Math - 8ème (2018-2019) Mme Tekeri Zeineb"
cmqwp2mjb00e3106jv5oo51kk,section,maths,,"Cours - Math الزوايا الحاصلة عن تقاطع مستقيم مع مستقيمين متوازيين- 8ème (2021-2022) Mr Alaya Mohamed"
cmqwp2ucc00eb106jcoli1t2h,section,maths,,"Cours de Révision N°1 - Math Racine carré - 9ème (2010-2011) Mr mouldi"
cmqwp2yk600ef106jf6m1mk5k,section,maths,,"Cours - Math الاحصاء - 9ème (2010-2011) Mr Rahal Ali"
cmqwp361h00ej106jcf5yab3f,section,maths,,"Cours - Math - 9ème (2011-2012) Mr gharsalli zinelabidine العمليات الأربع على الأعداد الحقيقية"
cmqwp3af200en106jkturutif,section,maths,,"Cours - Math النشر والتفكيك و القوى في IR- 9ème (2011-2012) Mr gharsalli zinelabidine"
cmqwp3eia00er106jduh93onk,section,maths,,"Cours - Math - 9ème (2011-2012) Mr Sami"
cmqwp3hek00ev106jz24yboij,section,maths,,"Cours - Math مبرهنةطالس في المثلث - 9ème (2016-2017) Mr ZAIRI RIADH"
cmqwp3lhe00ez106jqctpexe8,section,maths,,"Cours - Mathرباعيّات الأضلاع - 9ème (2016-2017) Mr Zairi Riadh"
cmqwp3q5p00f3106jh932pjkw,section,maths,,"Cours Collège pilote - Mathانشطة في الحساب والتعداد - 9ème (2016-2017) Mr Kamel Gharbi"
cmqwp3t9600f7106jedcjt4za,section,maths,,"Cours - Math - الحصر - 9ème (2017-2018) Mr Mejri Zied"
cmqwp3x1i00fb106joxvdmpto,section,maths,,"Cours - Math - الترتيب و المقارنة - 9ème (2017-2018) Mr Mejri Zied"
cmqwp40mz00ff106jxfrfmjt4,section,maths,,"Cours Collège pilote - Math - 9ème (2017-2018) Mme Tekeri Zeineb مبرهنة طالس في المثلّث"
cmqwp44h100fj106jadjcce59,section,maths,,"Cours Collège pilote - Math - 9ème (2017-2018) Mme Tekeri Zeineb مبرهنة طالس والمستقيمات المتوازية"
cmqwp48r900fn106joggtkpgy,section,maths,,"Cours - Math رباعيات الأضلاع - 9ème (2022-2023) Mr ALAYA MOHAMED"
cmqwp4caa00fr106jf0tcee39,section,maths,,"Cours - Math 9الإحصاء و الإحتمالا - 9ème (2023-2024) Mr ALAYA MOHAMED"
cmqwp4g7l00fv106jfr317f8w,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2010-2011) Mr Barkallah Lotfi"
cmqwp4k2800fz106jtgf2qtsv,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2011-2012) Mr Mouajria Hattab"
cmqwp4o8o00g3106jght9lyzd,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2012-2013) Mr kallel med"
cmqwp4rrf00g7106j7hfjj3fn,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2012-2013) Mr Mouajria Hattab"
cmqwp4vjo00gb106jdgrs230x,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2012-2013) Mr ZOUARI SAMI"
cmqwp50fg00gf106j2zoe8g01,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2013-2014) Mr MEJRI ZIED"
cmqwp539f00gj106jcy0k1zrd,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2013-2014) Mr Mouajria Hattab"
cmqwp573y00gn106j4mua5fug,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2015-2016) Mr Bouchriha khaled"
cmqwp5azl00gr106j96dbakva,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2015-2016) Mr Riadh Zairi"
cmqwp5ffn00gv106jwbjqkktk,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2017-2018) Mr Ameur Mounir"
cmqwp5j8700gz106jpdial5yr,section,maths,,"Devoir de Contrôle N°3 2ème Semestre- Math - 7ème (2017-2018) Mr Baccar Achraf"
cmqwp5nj300h3106jl0vhad3j,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2021-2022) Mr GHARBI RIDHA"
cmqwp5v0800h7106jrj5sxciw,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2023-2024) Mr GHARBI RIDHA"
cmqwp5z4000hb106jsokktp45,section,maths,,"Devoir de Controle N°3-Math-7ème(2023-2024) (2)"
cmqwp625r00hf106ju8e50470,section,maths,,"Devoir de Controle N°3-Math-7ème(2023-2024) (3)"
cmqwp65zs00hj106jhtkt4xcl,section,maths,,"Devoir de Controle N°3-Math-7ème(2023-2024) (4)"
cmqwp6az500hn106jxf435i1e,section,maths,,"Devoir de Controle N°3-Math-7ème(2023-2024) 5"
cmqwp6dq300hr106jvs7g8qn8,section,maths,,"Devoir de Contrôle N°3 - Math Devoir - 7ème (2024-2025) Mr Zantour Hamdi"
cmqwp6igj00hv106jggdr3ndb,section,maths,,"Devoir de Contrôle N°3 - Math DEVOIR CONTROLE N 3 - 7ème (2024-2025) Mr GHARBI RIDHA"
cmqwp6lce00hz106jc0pux165,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2010-2011) Mr Barkallah Lotfi"
cmqwp6pne00i3106j1uvn99zd,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2011-2012) Mr MaThlouthi LoTFi"
cmqwp6swk00i7106j1blafrrz,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2012-2013) Mr Mouajria Hattab"
cmqwp6wsv00ib106juwehug6r,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2012-2013) Mr ZOUARI SAMI"
cmqwp70yv00if106j4pc4ux2t,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2013-2014) Mr Mathlouthi Lotfi"
cmqwp74hr00ij106jkb4f720j,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2014-2015) Mr Mezhoud"
cmqwp792v00in106jqdc1xddt,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2015-2016) Mr BEN AMARA MOHAMED"
cmqwp7gwv00iv106jybmroogc,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2021-2022) Mr GHARBI RIDHA"
cmqwp7ku900iz106jic31zcr1,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2023-2024) Mr GHARBI RIDHA"
cmqwp7pdf00j3106jamw8ap77,section,maths,,"Devoir de Controle N°4-Math-7ème(2023-2024) (2)"
cmqwp7rt200j7106jckfz9slj,section,maths,,"Devoir de Synthèse N°2 - Math - 7ème (2011-2012) Mr Mouajria Hattab"
cmqwp805o00jf106ji7ko77cg,section,maths,,"Devoir de Synthèse N°2 - Math - 7ème (2023-2024) Mr GHARBI RIDHA"
cmqwp83ai00jj106jefim5zas,section,maths,,"Devoir de Synthèse N°2 - Math - 7ème (2023-2024)"
cmqwp88bb00jn106jhqbu5wys,section,maths,,"Devoir de Synthèse N°2 - Math DEVOIR SYNTHESE N2 - 7ème (2025-2026) Mr GHARBI RIDHA-stamped"
cmqwp8b8g00jr106jwbw0zjaf,section,maths,,"Devoir de Contrôle N°1 Collège pilote - Math - 7ème (2012-2013) Mr souissi nejah"
cmqwp8f5f00jv106jbtvk2i3u,section,maths,,"Devoir de Contrôle N°1 - Math - 7ème (2012-2013) Mr ben amor mohamed"
cmqwp8j2j00jz106jmt3rs1ga,section,maths,,"Devoir de Contrôle N°1 Collège pilote - Math - 7ème (2012-2013) Mr souissi nejah"
cmqwp8myy00k3106j8cktl2zv,section,maths,,"Devoir de Contrôle N°1 Collège pilote - Math - 7ème (2012-2013) Mr souissi nejah"
cmqwp8qrh00k7106jhf1z4qrk,section,maths,,"Devoir de Révision - Math - 7ème (2014-2015) Mr bouchriha khaled"
cmqwp8uhz00kb106j52tn06ng,section,maths,,"Devoir de Contrôle N°1 - Math - 7ème (2015-2016) Mr bouchriha khaled"
cmqwp8yi500kf106ju4bik8jf,section,maths,,"Devoir de Contrôle N°1 - Math - 7ème (2015-2016) Mr Mejri zied"
cmqwp925500kj106jfkb0h5zq,section,maths,,"Devoir de Contrôle N°1 - Math - 7ème (2017-2018) Mme Allani"
cmqwp969b00kn106j7k0luczs,section,maths,,"Devoir de Contrôle N°1 - Math - 7ème (2019-2020) Mr Chelly Sami"
cmqwp99uh00kr106jfsk01bd5,section,maths,,"Devoir de Contrôle N°1 - Math DEVOIR - 7ème (2025-2026) Mr GHARBI RIDHA-stamped-compressed"
cmqwp9e6t00kv106jaqfducgu,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2012-2013) Mr kallel med"
cmqwp9igy00kz106jqs8cjt87,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2012-2013) Mr kallel med"
cmqwp9m0000l3106j3u6ze6qh,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2012-2013) Mr abbedi othmen"
cmqwp9pqp00l7106j8a992se1,section,maths,,"Devoir de Contrôle N°2 Collège pilote - Math - 7ème (2012-2013) Mr abbedi othmen"
cmqwp9tb600lb106jz1555o90,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2012-2013) Mr mejri zied"
cmqwp9xg900lf106juhoosqgn,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2012-2013) Mr souissi nejah"
cmqwpa19t00lj106jtya0fnz4,section,maths,,"Devoir de Contrôle N°2 Collège pilote - Math - 7ème (2012-2013) Mr souissi nejah"
cmqwpa5bu00ln106jrcgbov50,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2013-2014) Mr MEJRI ZIED"
cmqwpa8jq00ls106jpl6osoad,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2014-2015) Mr Mezhoud"
cmqwpacnm00lw106jyo3d4yci,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2015-2016) Mr Mathlouthi Lotfi"
cmqwpagv300m0106jhnysrjie,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2016-2017) Mr Hafsi Salem"
cmqwpakxj00m4106jb1a464rn,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2016-2017) Mr FAOUZI"
cmqwpanya00m8106j2dnszc8q,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2017-2018) Mr Mme Allani"
cmqwpb0ef00mc106j9dkkvmp3,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2024-2025) Mr GHARBI RIDHA"
cmqwpb39200mg106jtouuf9a5,section,maths,,"Devoir de Contrôle N°2 - Math DEVOIR - 7ème (2025-2026) Mr GHARBI RIDHA-stamped-compressed"
